page_id,canonical,Adult Yearly Survival,Ash Content,Biogeographic realm,Body Temperature,"Body length, nose to tail",Females per Group,Male Female Body Mass Ratio,Male Tenure,Males per Group,Mating System,Reproductive Skew,Social System,Testes Mass,actual evapotranspiration rate in geographic range,age at eye opening,age at first birth,age at maturity,amino acid composition of milk,animal population density,basal metabolic rate,behavioral circadian rhythm,body length (VT),body mass,carbohydrate composition of milk,clutch/brood/litter size,conservation status,diet breadth,diet includes,dispersal age,eats,ecomorphological guild,ecoregion,extinction status,fatty acid composition of milk,first appearance,geographic distribution includes,geographic range (size of area),gestation period duration,growth rate,habitat breadth,habitat includes,habitat is,head to coccyx length,head-body length,height standing,hind tarsus length,home range,host of,human population density,human population density change,initial mortality rate,inter-birth interval,interacts with,introduced range includes,invasive in,known marine species,last appearance,latitude,life span,litters per year,locomotion,longitude,milk lipids,milk phospholipids,milk solids,mineral composition of milk,mineralized tissue,mortality rate doubling time,motility,native range includes,not invasive in,number of DNA Records In GGBN,number of fossil occurrences in the Paleobiology Database,number of public records in BOLD,number of records in BOLD,number of records in GBIF,number of references in BHL,number of sequences in GenBank,number of specimens in GGBN,nutrient composition of milk,onset of fertility,outer ear length,parasitized by,percent  of marine species currently described,percent synonyms among marine species,population group size,population trend,potential evapotranspiration rate in geographic range,precipitation in geographic range,prenatal development duration,preyed upon by,preys on,primary diet,protein composition of milk,records in BOLD?,records in GBIF?,references in BHL?,reproduction,sequences in GenBank?,sexual dimorphism,skeletal tissue composition,social group size,specimens in GGBN?,tail length,teat number,temperature in geographic range,testis location,total life span,total unknown marine species,trophic guild,trophic level,type specimen repository,undescribed marine species present in museum collections,undiscovered marine morphospecies,undiscovered species (molecular cryptic),water O2 saturation,water depth,water dissolved O2 concentration,water nitrate concentration,water phosphate concentration,water salinity,water silicate concentration,water temperature,weaning age,weight
290117,Gracilinanus dryas,,,the Neotropics,,,,,,,,,,,1338.35,,,,,,,nocturnal,9.5,18.53,,,near threatened,,,,,above ground dwelling,Maracaibo dry forests,,,,Venezuela,105840900000.0,,,,arboreal habitat,terrestrial habitat,,,,,,,7,,,,,,,,,9.95,,,,-69.49,,,,,,,,,,,,,,,,,,,,,,,,,Decreasing,1585.09,108.13,,,,invertebrates,,,,,,,,,,,,,2.0744,,,,,omnivore,,,,,,,,,,,,,,
290118,Gracilinanus longicaudus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Colombia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290120,Gracilinanus microtarsus,,,the Neotropics,,,,,,,,,,,1188.16,,,,,,19.6,nocturnal,9.169,29.3,,,least concern,,,,,above ground dwelling,Bahia interior forests,extant,,,South Atlantic,375848100000.0,,,,terrestrial habitat,terrestrial habitat,,,,,,,13,,,,,,,,,-20.19,,,arboreal locomotion behavior,-41.62,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,Unknown,1299.07,132.51,,,,invertebrates,,,,,viviparous,,,hydroxylapatite,,,,,1.8245999999999998,,,,,omnivore,,,,,,,,,,,,,,
290121,Lestodelphys halli,,,the Neotropics,,,,,,,,,,,300.78,,,,,,,nocturnal,13.634,78.27,,,least concern,,,,,,Low Monte,extant,,0.781,Argentina,18932660000.0,,,,terrestrial habitat,terrestrial habitat,,,,,,,0,,,,1036389,,,,Holocene Epoch,-32.58,,,arboreal locomotion behavior,-65.18,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,Decreasing,618.27,19.39,,,,mammals,,,,,viviparous,,,hydroxylapatite,,,,,0.8955,,,,,omnivore,,,,,,,,,,,,,,
290122,Lutreolina crassicaudata,,,the Neotropics,35.80000000000001,,,,,,,,,,1143.42,,,,,,406,nocturnal,32.499,554.77,,,least concern,,,,,above ground dwelling,Araucaria moist forests,extant,,Pliocene Epoch,South Atlantic,1895557080000.0,0.03833069809783911,,,terrestrial habitat,terrestrial habitat,,,,,1430.3390000000002,,0,,,,,,,,0.781,10.22,,,arboreal locomotion behavior,-50.41,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,Unknown,1307,105.01,0.03833069809783911,,,mammals,,,,,viviparous,,,hydroxylapatite,,,,,1.9647999999999999,,3.0,,,carnivore,,,,,,,,,,,,,,370
290123,Marmosa andersoni,,,the Neotropics,,,,,,,,,,,757.81,,,,,,,nocturnal,,47.4,,,data deficient,,mammals,,,,Peruvian Yungas,,,,Peru,412040000.0,,,,terrestrial,terrestrial habitat,,,,,,,15,,,,,,,,,-13.42,,,,-72.47,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,1306.5,61.99,,,,invertebrates,,,,,,,,,,,,,0.9699,,,,,omnivore,,,,,,,,,,,,,,
290124,Marmosa lepida,,,the Neotropics,,,,,,,,,,,1464.93,,,,,,,nocturnal,10.8,14,,,least concern,,,,,,Guianan moist forests,extant,,,Peru,441236470000.0,,,,terrestrial habitat,terrestrial habitat,,,,,,,0,,,,,,,,,6,,,,-54.01,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,Stable,1513.82,197.72,,,,invertebrates,,,,,viviparous,,,hydroxylapatite,,,,,2.5608,,,,,omnivore,,,,,,,,,,,,,,
15588,Caenolestes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15589,Lestoros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extant,,,,,,,,terrestrial habitat,,,,,,,,,,,,,,,,,,,,arboreal locomotion behavior,,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,viviparous,,,hydroxylapatite,,,,,,,,,,omnivore,,,,,,,,,,,,,,
24210788,Propterodon irdinensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fossorial and/or ground dwelling only,,extinct,,Ypresian Age,,,,,,terrestrial habitat,,,,,,,,,,,,,,,,Priabonian Age,,,,,,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hydroxylapatite,,,,,,,,,,carnivore,,,,,,,,,,,,,,
15590,Rhyncholestes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extant,,,,,,,,terrestrial habitat,,,,,,,,,,,,,,,,,,,,,,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,viviparous,,,hydroxylapatite,,,,,,,,,insectivore,,,,,,,,,,,,,,,
24210801,Hyainailouros fourtaui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extinct,,,Egypt,,,,,terrestrial habitat,,,,,,,,,,,,,,,,,,,,arboreal locomotion behavior,,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hydroxylapatite,,,,,,,,,insectivore,,,,,,,,,,,,,,,
24210804,Hyainailouros napakensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extinct,,20.44,,,,,,terrestrial habitat,,,,,,,,,,,,,,,,15.97,,,,arboreal locomotion behavior,,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hydroxylapatite,,,,,,,,,insectivore,,,,,,,,,,,,,,,
47050105,Hypsimylus beijingensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fossorial and/or ground dwelling only,,extinct,,48.6,,,,,,terrestrial habitat,,,,,,,,,,,,,,,,Priabonian Age,,,,,,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hydroxylapatite,,,,,,,,,grazer,,,,,,,,,,,,,,,
47050106,Lushilagus lohoensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fossorial and/or ground dwelling only,,extinct,,Ypresian Age,China,,,,,terrestrial habitat,,,,,,,,,,,,,,,,Priabonian Age,,,,,,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hydroxylapatite,,,,,,,,,grazer,,,,,,,,,,,,,,,
47050107,Lushilagus danjiangensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fossorial and/or ground dwelling only,,extinct,,48.6,,,,,,terrestrial habitat,,,,,,,,,,,,,,,,37.2,,,,,,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hydroxylapatite,,,,,,,,,browser,,,,,,,,,,,,,,,
47050108,Gobiolagus aliwusuensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fossorial and/or ground dwelling only,,extinct,,Ypresian Age,,,,,,terrestrial habitat,,,,,,,,,,,,,,,,37.2,,,,,,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hydroxylapatite,,,,,,,,,grazer,,,,,,,,,,,,,,,
47050109,Gobiolagus lii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fossorial and/or ground dwelling only,,extinct,,,,,,,,terrestrial habitat,,,,,,,,,,,,,,,,,,,,,,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hydroxylapatite,,,,,,,,,browser,,,,,,,,,,,,,,,
47050110,Gobiolagus tolmachovi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fossorial and/or ground dwelling only,,extinct,,48.6,,,,,,terrestrial habitat,,,,,,,,,,,,,,,,Rupelian Age,,,,,,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hydroxylapatite,,,,,,,,,grazer,,,,,,,,,,,,,,,
47050111,Gobiolagus burkei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fossorial and/or ground dwelling only,,extinct,,Ypresian Age,,,,,,terrestrial habitat,,,,,,,,,,,,,,,,Priabonian Age,,,,,,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hydroxylapatite,,,,,,,,,browser,,,,,,,,,,,,,,,
24210816,Deltatheridium nessovi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extinct,,Campanian Age,Kazakhstan,,,,,terrestrial habitat,,,,,,,,,,,,,,,,70.6,,,,,,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hydroxylapatite,,,,,,,,,,carnivore,,,,,,,,,,,,,,
24210817,Sulestes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extinct,,93.5,,,,,,terrestrial habitat,,,,,,,,,,,,,,,,Coniacian Age,,,,,,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,viviparous,,,hydroxylapatite,,,,,,,,,durophagy,carnivore,,,,,,,,,,,,,,
4451718,Palaeothentes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extinct,,Oligocene Epoch,,,,,,terrestrial habitat,,,,,,,,,,,,,,,,Langhian Age,,,,arboreal locomotion behavior,,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,viviparous,,,hydroxylapatite,,,,,,,,,,omnivore,,,,,,,,,,,,,,
47050120,Sylvilagus salentus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fossorial and/or ground dwelling only,,extant,,,,,,,,terrestrial habitat,,,,,,,,,,,,,,,,,,,,,,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hydroxylapatite,,,,,,,,,browser,,,,,,,,,,,,,,,
44133769,Plesiadapis pearcei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4451726,Palaeothentes smeti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extinct,,17.5,http://www.geonames.org/3895114,,,,,terrestrial habitat,,,,,,,,,,,,,,,,16.3,,,,arboreal locomotion behavior,,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,viviparous,,,hydroxylapatite,,,,,,,,,,omnivore,,,,,,,,,,,,,,
15597,Dromiciops,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extant,,,,,,,,terrestrial habitat,,,,,,,,,,,,,,,,,,,,,,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,viviparous,,,hydroxylapatite,,,,,,,,,insectivore,,,,,,,,,,,,,,,
1240468,Dipodomys venustus elephantinus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chaparral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4451733,Parabderites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extinct,,Oligocene Epoch,,,,,,terrestrial habitat,,,,,,,,,,,,,,,,Langhian Age,,,,arboreal locomotion behavior,,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,viviparous,,,hydroxylapatite,,,,,,,,,,omnivore,,,,,,,,,,,,,,
47050146,Shamolagus grangeri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fossorial and/or ground dwelling only,,extinct,,48.6,,,,,,terrestrial habitat,,,,,,,,,,,,,,,,Priabonian Age,,,,,,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hydroxylapatite,,,,,,,,,grazer,,,,,,,,,,,,,,,
47050147,Shamolagus medius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fossorial and/or ground dwelling only,,extinct,,48.6,,,,,,terrestrial habitat,,,,,,,,,,,,,,,,37.2,,,,,,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hydroxylapatite,,,,,,,,,grazer,,,,,,,,,,,,,,,
4451748,Pliolestes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extinct,,Tortonian Age,,,,,,terrestrial habitat,,,,,,,,,,,,,,,,Zanclean Age,,,,,,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,viviparous,,,hydroxylapatite,,,,,,,,,insectivore,,,,,,,,,,,,,,,
47050149,Tricium annae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fossorial and/or ground dwelling only,,extinct,,,,,,,,terrestrial habitat,,,,,,,,,,,,,,,,,,,,,,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hydroxylapatite,,,,,,,,,grazer,,,,,,,,,,,,,,,
15601,Distoechurus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extant,,,,,,,,terrestrial habitat,,,,,,,,,,,,,,,,,,,,,,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,viviparous,,,hydroxylapatite,,,,,,,,,frugivore,,,,,,,,,,,,,,,
47050152,Strenulagus solaris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fossorial and/or ground dwelling only,,extinct,,48.6,,,,,,terrestrial habitat,,,,,,,,,,,,,,,,Priabonian Age,,,,,,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hydroxylapatite,,,,,,,,,,herbivore,,,,,,,,,,,,,,
47050153,Strenulagus shipigouensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fossorial and/or ground dwelling only,,extinct,,48.6,,,,,,terrestrial habitat,,,,,,,,,,,,,,,,37.2,,,,,,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hydroxylapatite,,,,,,,,,,herbivore,,,,,,,,,,,,,,
4451755,Phonocdromus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extinct,,Burdigalian Age,,,,,,terrestrial habitat,,,,,,,,,,,,,,,,16.3,,,,arboreal locomotion behavior,,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,viviparous,,,hydroxylapatite,,,,,,,,,,omnivore,,,,,,,,,,,,,,
4451760,Pichipilus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extinct,,Burdigalian Age,,,,,,terrestrial habitat,,,,,,,,,,,,,,,,Langhian Age,,,,arboreal locomotion behavior,,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,viviparous,,,hydroxylapatite,,,,,,,,,,omnivore,,,,,,,,,,,,,,
4451763,Abderitidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extinct,,28.4,,,,,,terrestrial habitat,,,,,,,,,,,,,,,,Tortonian Age,,,,,,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,viviparous,,,hydroxylapatite,,,,,,,,,frugivore,,,,,,,,,,,,,,,
4451769,Palaeothentidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extinct,,Eocene Epoch,,,,,,terrestrial habitat,,,,,,,,,,,,,,,,Langhian Age,,,,arboreal locomotion behavior,,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,viviparous,,,hydroxylapatite,,,,,,,,,,omnivore,,,,,,,,,,,,,,
4451770,Acdestis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extinct,,Aquitanian Age,,,,,,terrestrial habitat,,,,,,,,,,,,,,,,Burdigalian Age,,,,arboreal locomotion behavior,,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,viviparous,,,hydroxylapatite,,,,,,,,,,omnivore,,,,,,,,,,,,,,
47050190,Sinolagomys major,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fossorial and/or ground dwelling only,,extinct,,33.9,,,,,,terrestrial habitat,,,,,,,,,,,,,,,,Burdigalian Age,,,,,,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hydroxylapatite,,,,,,,,,,herbivore,,,,,,,,,,,,,,
47050191,Desmatolagus ardynense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fossorial and/or ground dwelling only,,extinct,,37.2,,,,,,terrestrial habitat,,,,,,,,,,,,,,,,33.9,,,,,,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hydroxylapatite,,,,,,,,,browser,,,,,,,,,,,,,,,
47050192,Desmatolagus robustus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fossorial and/or ground dwelling only,,extinct,,Oligocene Epoch,Kazakhstan,,,,,terrestrial habitat,,,,,,,,,,,,,,,,23.03,,,,,,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hydroxylapatite,,,,,,,,,browser,,,,,,,,,,,,,,,
47050193,Desmatolagus simplex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fossorial and/or ground dwelling only,,extinct,,Oligocene Epoch,Kazakhstan,,,,,terrestrial habitat,,,,,,,,,,,,,,,,23.03,,,,,,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hydroxylapatite,,,,,,,,,browser,,,,,,,,,,,,,,,
47050197,Strenulagidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fossorial and/or ground dwelling only,,extinct,,Ypresian Age,,,,,,terrestrial habitat,,,,,,,,,,,,,,,,47.8,,,,,,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hydroxylapatite,,,,,,,,,,herbivore,,,,,,,,,,,,,,
47050198,Annalagus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fossorial and/or ground dwelling only,,extinct,,,,,,,,terrestrial habitat,,,,,,,,,,,,,,,,,,,,,,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hydroxylapatite,,,,,,,,,,herbivore,,,,,,,,,,,,,,
47050199,Annalagus margarita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fossorial and/or ground dwelling only,,extinct,,,,,,,,terrestrial habitat,,,,,,,,,,,,,,,,,,,,,,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hydroxylapatite,,,,,,,,,,herbivore,,,,,,,,,,,,,,
47050200,Palaeolagidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fossorial and/or ground dwelling only,,extinct,,,,,,,,terrestrial habitat,,,,,,,,,,,,,,,,,,,,,,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hydroxylapatite,,,,,,,,,,herbivore,,,,,,,,,,,,,,
47050202,Castor peninsulatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,amphibious,,extinct,,Oligocene Epoch,United States,,,,,terrestrial habitat,,,,,,,,,,,,,,,,20.43,,,,,,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hydroxylapatite,,,,,,,,,browser,,,,,,,,,,,,,,,
47050204,Palaeocastor wahlerti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,amphibious,,extinct,,Rupelian Age,,,,,,terrestrial habitat,,,,,,,,,,,,,,,,30.8,,,,,,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hydroxylapatite,,,,,,,,,browser,,,,,,,,,,,,,,,
47050207,Steneofiber schokensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,amphibious,,extinct,,28.4,,,,,,terrestrial habitat,,,,,,,,,,,,,,,,Chattian Age,,,,,,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hydroxylapatite,,,,,,,,,browser,,,,,,,,,,,,,,,
47050211,Steneofiber hesperus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,amphibious,,extinct,,24.8,,,,,,terrestrial habitat,,,,,,,,,,,,,,,,20.43,,,,,,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hydroxylapatite,,,,,,,,,browser,,,,,,,,,,,,,,,
47050212,Steneofiber complexus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,amphibious,,extinct,,,,,,,,terrestrial habitat,,,,,,,,,,,,,,,,,,,,,,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hydroxylapatite,,,,,,,,,browser,,,,,,,,,,,,,,,
47050213,Steneofiber gradatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,amphibious,,extinct,,Oligocene Epoch,,,,,,terrestrial habitat,,,,,,,,,,,,,,,,20.43,,,,,,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hydroxylapatite,,,,,,,,,browser,,,,,,,,,,,,,,,
47050214,Prodipoides katensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,amphibious,,extinct,,13.6,,,,,,terrestrial habitat,,,,,,,,,,,,,,,,Tortonian Age,,,,,,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hydroxylapatite,,,,,,,,,browser,,,,,,,,,,,,,,,
47050215,Prodipoides lecontei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,amphibious,,extinct,,23.03,,,,,,terrestrial habitat,,,,,,,,,,,,,,,,5.333,,,,,,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hydroxylapatite,,,,,,,,,browser,,,,,,,,,,,,,,,
47050216,Prodipoides phillisi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,amphibious,,extinct,,Serravallian Age,,,,,,terrestrial habitat,,,,,,,,,,,,,,,,10.3,,,,,,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hydroxylapatite,,,,,,,,,browser,,,,,,,,,,,,,,,
47050218,Eucastor dividerus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47050219,Propalaeocastor butselensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,amphibious,,extinct,,,,,,,,terrestrial habitat,,,,,,,,,,,,,,,,,,,,,,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hydroxylapatite,,,,,,,,,browser,,,,,,,,,,,,,,,
47050220,Propalaeocastor shevyrevae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,amphibious,,extinct,,Rupelian Age,,,,,,terrestrial habitat,,,,,,,,,,,,,,,,28.4,,,,,,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hydroxylapatite,,,,,,,,,browser,,,,,,,,,,,,,,,
47050221,Propalaeocastor zaissanensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,amphibious,,extinct,,,,,,,,terrestrial habitat,,,,,,,,,,,,,,,,,,,,,,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hydroxylapatite,,,,,,,,,browser,,,,,,,,,,,,,,,
24210926,Callomenus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,extinct,,,,,,,,terrestrial habitat,,,,,,,,,,,,,,,,,,,,,,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,viviparous,,,hydroxylapatite,,,,,,,,,insectivore,,,,,,,,,,,,,,,
47050223,Propalaeocastor kazachstanicus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,amphibious,,extinct,,,,,,,,terrestrial habitat,,,,,,,,,,,,,,,,,,,,,,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hydroxylapatite,,,,,,,,,browser,,,,,,,,,,,,,,,
47050224,Priusaulax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,amphibious,,extinct,,Chattian Age,,,,,,terrestrial habitat,,,,,,,,,,,,,,,,5.333,,,,,,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hydroxylapatite,,,,,,,,,browser,,,,,,,,,,,,,,,
47050225,Priusaulax browni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,amphibious,,extinct,,24.8,,,,,,terrestrial habitat,,,,,,,,,,,,,,,,Burdigalian Age,,,,,,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hydroxylapatite,,,,,,,,,browser,,,,,,,,,,,,,,,
47050227,Capatanka gaulodon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.8,United States,,,,,,,,,,,,,,,,,,,,,20.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47050230,Eocastoroides lanei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,amphibious,,extinct,,Pliocene Epoch,,,,,,terrestrial habitat,,,,,,,,,,,,,,,,Calabrian Age,,,,,,,,,,,,actively mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hydroxylapatite,,,,,,,,,browser,,,,,,,,,,,,,,,
10644987,Piliocolobus tholloni,,,the Afrotropics,,,,,,,,,,,1531.83,,,,,,,,57.0,4721.36,,,,,,,,,Central Congolian lowland forests,,,,Democratic Republic of the Congo,465214490000.0,,,,,,,,,,,,3,,,,,,,,,-4.19,,,,25.4,,,,,,,,,,,,,,,,,,,,,,,,,,1595.07,159.66,,,,,,,,,,,,,,,,,2.52,,,,,,,,,,,,,,,,,,,
